name,rating,description
,Not Rated,
Nymphaea Caerulea Leaf Cell Extract,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Nymphaea Caerulea Seed Extract,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Nymphaea Coerulea Flower Extract,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Nymphaea Coerulea Flower Oil,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Nymphaea Coerulea Flower Water,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Nymphaea Coerulea Leaf Cell Extract,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Nymphaea Colorado Flower Extract,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Nymphaea Gigantea Flower Extract,Not Rated,"Functions: Antioxidant, Fragrance, Hair Conditioning, Fragrance, Skin Protecting. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Nymphaea Lotus Flower Extract,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Nymphaea Lotus Leaf Cell Culture Powder,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Nymphaea Lotus Root Extract,Not Rated,Functions: Astringent. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Nymphaea Odorata Root Extract,Not Rated,"Functions: Refreshing, Tonic. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Nymphaea Rubra Flower Extract,Not Rated,"Functions: Skin Conditioning, Emollient. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Nymphaea Stellata Flower Extract,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Nymphaea Stellata Flower Powder,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Nymphaea Tetragona Callus Culture Extract,Not Rated,"Functions: Antioxidant, Hair Conditioning, Humectant, Skin Conditioning, Skin Protecting. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Nymphaea Tetragona Phytoplacenta Extract,Not Rated,"Functions: Antimicrobial, Hair Conditioning, Humectant, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Nymphoides Hydrophylla Stem Extract,Not Rated,Functions: Antioxidant. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Nymphoides Hydrophylla Stem Water,Not Rated,"Functions: Humectant, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Nypa Fruticans Extract,Not Rated,"Functions: Antioxidant, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Nypa Fruticans Shoot Extract,Not Rated,"Functions: Skin Conditioning, Emollient. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Nypa Fruticans Sprout/Saussurea Involucrata Extract,Not Rated,"Functions: Humectant, Skin Protecting. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Nypa Fruticans Sprout Extract,Not Rated,"Functions: Skin Conditioning, Emollient. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Oak Vinegar,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
O-Allyloxyanisole,Not Rated,Functions: Fragrance. We have not yet rated this ingredient because we have not had a chance to review the research on it.
O-Aminophenol,Not Rated,Functions: Hair Dyeing. We have not yet rated this ingredient because we have not had a chance to review the research on it.
O-Aminophenol Sulfate,Not Rated,Functions: Hair Dyeing. We have not yet rated this ingredient because we have not had a chance to review the research on it.
O-Anisaldehyde,Not Rated,Functions: Fragrance. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Oatamide Mea,Not Rated,"Functions: Surfactant - Foam Boosting, Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Oatamidopropyl Betaine,Not Rated,"Functions: Cleansing Agent, Surfactant - Foam Boosting, Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Oatamidopropyl Dimethylamine,Not Rated,"Functions: Antistatic, Hair Conditioning, Cleansing Agent, Emulsifier. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Oat Amino Acids,Not Rated,"Functions: Hair Conditioning, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Oblongichytrium Sp. Pb-55 Polysaccharides,Not Rated,"Functions: Humectant, Skin Conditioning, Skin Protecting. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Ocimene,Not Rated,Functions: Fragrance. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Ocimenol,Not Rated,Functions: Fragrance. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Ocimenyl Acetate,Not Rated,Functions: Fragrance. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Ocimum Americanum Leaf/Stem Oil,Not Rated,Functions: Fragrance. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Ocimum Americanum Leaf Oil,Not Rated,Functions: Fragrance. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Ocimum Basilicum Extract,Not Rated,"Functions: Antioxidant, Hair Conditioning, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Ocimum Basilicum Hairy Root Culture Extract,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Ocimum Basilicum Herb Extract,Not Rated,Functions: Fragrance. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Ocimum Basilicum Herb Oil,Not Rated,Functions: Fragrance. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Ocimum Basilicum Leaf,Not Rated,Functions: Tonic. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Ocimum Basilicum Leaf Powder,Not Rated,Functions: Tonic. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Ocimum Basilicum Leaf Water,Not Rated,"Functions: Flavor, Fragrance, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Ocimum Basilicum Meristem Cell Culture,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Ocimum Basilicum Meristem Cell Culture Extract,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Ocimum Basilicum Oil,Not Rated,"Functions: Fragrance, Tonic. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Ocimum Basilicum Root Extract,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Ocimum Basilicum Seed,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Ocimum Basilicum Seed Extract,Not Rated,Functions: Antioxidant. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Ocimum Canum Herb Extract,Not Rated,Functions: Fragrance. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Ocimum Canum Herb Oil,Not Rated,Functions: Fragrance. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Ocimum Gratissimum Herb Extract,Not Rated,Functions: Fragrance. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Ocimum Gratissimum Herb Oil,Not Rated,Functions: Fragrance. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Ocimum Sanctum Leaf Powder,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Ocimum Tenuiflorum Callus Culture Lysate,Not Rated,"Functions: Antioxidant, Hair Conditioning, Emollient, Humectant, Slip Modifier. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Ocimum Tenuiflorum Extract,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Ocimum Tenuiflorum Flower Extract,Not Rated,"Functions: Fragrance, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Ocimum Tenuiflorum Oil,Not Rated,"Functions: Hair Conditioning, Skin Conditioning, Emollient. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Ocimum Tenuiflorum Water,Not Rated,"Functions: Fragrance, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it."
