name,rating,description
,Not Rated,
PEG-9 Dinicotinate,Not Rated,"Functions: Antioxidant, Hair Conditioning, UV Filter. We have not yet rated this ingredient because we have not had a chance to review the research on it."
PEG-9 Distearate,Not Rated,Functions: Emulsifier. We have not yet rated this ingredient because we have not had a chance to review the research on it.
PEG-9 Glyceryl Isostearate,Not Rated,"Functions: Emollient, Emulsifier. We have not yet rated this ingredient because we have not had a chance to review the research on it."
PEG-9 Glyceryl Laurate,Not Rated,"Functions: Cleansing Agent, Emulsifier. We have not yet rated this ingredient because we have not had a chance to review the research on it."
PEG-9 Grapeseedate,Not Rated,Functions: Emulsifier. We have not yet rated this ingredient because we have not had a chance to review the research on it.
PEG-9 Isostearate,Not Rated,Functions: Emulsifier. We have not yet rated this ingredient because we have not had a chance to review the research on it.
PEG-9 Laurate,Not Rated,Functions: Emulsifier. We have not yet rated this ingredient because we have not had a chance to review the research on it.
PEG-9M,Not Rated,"Functions: Binding, Emulsion Stabilizer, Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it."
PEG-9 Methyl Ether Dimethicone,Not Rated,"Functions: Hair Conditioning, Skin Conditioning, Emulsifier. We have not yet rated this ingredient because we have not had a chance to review the research on it."
PEG-9 Octyldodecanoate,Not Rated,Functions: Emulsifier. We have not yet rated this ingredient because we have not had a chance to review the research on it.
PEG-9 Oleamide,Not Rated,Functions: Emulsifier. We have not yet rated this ingredient because we have not had a chance to review the research on it.
PEG-9 Oleate,Not Rated,Functions: Emulsifier. We have not yet rated this ingredient because we have not had a chance to review the research on it.
PEG-9 Oliveate,Not Rated,Functions: Emulsifier. We have not yet rated this ingredient because we have not had a chance to review the research on it.
PEG-9 Ricinoleate,Not Rated,Functions: Cleansing Agent. We have not yet rated this ingredient because we have not had a chance to review the research on it.
PEG-9 Soyate,Not Rated,Functions: Emulsifier. We have not yet rated this ingredient because we have not had a chance to review the research on it.
PEG-9 Stearamide Carboxylic Acid,Not Rated,Functions: Emulsifier. We have not yet rated this ingredient because we have not had a chance to review the research on it.
PEG-9 Stearate,Not Rated,Functions: Emulsifier. We have not yet rated this ingredient because we have not had a chance to review the research on it.
PEG-9 Trimethylolpropane Triacrylate,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Peganum Harmala Seed Extract,Not Rated,Functions: Hair Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
PEG-Crosspolymer,Not Rated,Functions: Film Forming. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Pegmatite,Not Rated,"Functions: Abrasive, Absorbent, Antimicrobial, Bulking, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Pegmatite Extract,Not Rated,"Functions: Skin Conditioning, Skin Protecting. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Peg Oleate,Not Rated,Functions: Fragrance. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Pei-1000,Not Rated,Functions: Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Pei-1400,Not Rated,Functions: Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Pei-14M,Not Rated,Functions: Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Pei-14 PEG-10/PPG-7 Copolymer,Not Rated,Functions: Cleansing Agent. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Pei-14 PEG-24/PPG-16 Copolymer,Not Rated,Functions: Anticaking. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Pei-15,Not Rated,Functions: Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Pei-1500,Not Rated,Functions: Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Pei-1750,Not Rated,Functions: Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Pei-250,Not Rated,Functions: Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Pei-2500,Not Rated,Functions: Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Pei-275,Not Rated,Functions: Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Pei-30,Not Rated,Functions: Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Pei-35,Not Rated,Functions: Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Pei-42,Not Rated,Functions: Dispersing Non-Surfactant. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Pei-42 Pullulan Acetate,Not Rated,"Functions: Skin Conditioning, Skin Protecting. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Pei-45,Not Rated,Functions: Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Pei-7,Not Rated,Functions: Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Pei-700,Not Rated,Functions: Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Pelargonic Acid,Not Rated,"Functions: Cleansing, Fragrance, Emulsifier. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Pelargonium Capitatum Leaf Extract,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Pelargonium Crispum Leaf Extract,Not Rated,Functions: Fragrance. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Pelargonium Crispum Leaf Oil,Not Rated,Functions: Fragrance. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Pelargonium Crispum Stem Extract,Not Rated,Functions: Fragrance. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Pelargonium Crispum Stem Oil,Not Rated,Functions: Fragrance. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Pelargonium Graveolens Callus Culture Extract,Not Rated,"Functions: Humectant, Skin Conditioning, Skin Protecting. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Pelargonium Graveolens Cera,Not Rated,Functions: Fragrance. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Pelargonium Graveolens Extract,Not Rated,"Functions: Fragrance, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Pelargonium Graveolens Flower Extract,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Pelargonium Graveolens Flower Water,Not Rated,"Functions: Astringent, Deodorant, Fragrance, Hair Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Pelargonium Graveolens Leaf Extract,Not Rated,Functions: Fragrance. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Pelargonium Graveolens Leaf Extract Saponified,Not Rated,Functions: Fragrance. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Pelargonium Graveolens Stem Leaf Extract,Not Rated,Functions: Fragrance. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Pelargonium Graveolens Water,Not Rated,"Functions: Astringent, Deodorant, Hair Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Pelargonium Graveolens Wax,Not Rated,Functions: Fragrance. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Pelargonium Peltatum Extract,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Pelargonium Radula Leaf Extract Acetylated,Not Rated,Functions: Fragrance. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Pelargonium Reniforme Root Extract,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Pelargonium Roseum Leaf Extract,Not Rated,Functions: Fragrance. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Pelargonium Roseum Leaf Oil,Not Rated,Functions: Fragrance. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Pelargonium Roseum Stem Extract,Not Rated,Functions: Fragrance. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Pelargonium Roseum Stem Oil,Not Rated,Functions: Fragrance. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Pelargonium Sidoides Adventitious Root Extract,Not Rated,"Functions: Antimicrobial, Antioxidant, Humectant, Skin Protecting. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Pelargonium Sidoides Callus,Not Rated,"Functions: Antioxidant, Hair Conditioning, Humectant, Skin Protecting. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Pelargonium Sidoides Callus Culture Conditioned Media,Not Rated,"Functions: Antioxidant, Skin Conditioning, Skin Protecting. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Pelargonium Sidoides Callus Extract,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Pelargonium Sidoides Phytoplacenta Extract,Not Rated,"Functions: Antimicrobial, Antioxidant, Hair Conditioning, Skin Conditioning, Emollient. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Pelargonium Sidoides Root Extract,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Pellis Lipida,Not Rated,Functions: Emollient. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Peltophorum Dasyrhachis Bark Extract,Not Rated,"Functions: Humectant, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Peltophorum Dasyrhachis Bark Powder,Not Rated,"Functions: Humectant, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Pelvetia Siliquosa Extract,Not Rated,"Functions: Antioxidant, Humectant, Skin Protecting. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Penicillus Dumetosus Callus Culture Extract,Not Rated,We have not yet rated this ingredient because we have not had a chance to review the research on it.
Pentaclethra Macroloba Seed Oil,Not Rated,"Functions: Hair Conditioning, Emollient. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Pentaclethra Macroloba Seed Oil Octyldodecyl Esters,Not Rated,"Functions: Hair Conditioning, Skin Conditioning, Emollient. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Pentaclethra Macrophylla Seed Oil,Not Rated,"Functions: Skin Conditioning, Emollient. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Pentaclethramidopropyl Dimethylamine,Not Rated,Functions: Hair Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Pentadecane,Not Rated,Functions: Fragrance. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Pentadecyl Alcohol,Not Rated,"Functions: Emulsion Stabilizer, Emollient. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Pentadesma Butyracea Seed Butter,Not Rated,Functions: Emollient. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Pentadiplandra Brazzeana Root Extract,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Pentadoxynol-200,Not Rated,"Functions: Emollient, Cleansing Agent. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Pentaerythritol,Not Rated,"Functions: Humectant, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Pentaerythritol/Terephthalic Acid Copolymer,Not Rated,Functions: Film Forming. We have not yet rated this ingredient because we have not had a chance to review the research on it.
