name,rating,description
,Not Rated,
Potassium Methyl Cocoyl Taurate,Not Rated,Functions: Cleansing Agent. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Potassium Methylparaben,Not Rated,Functions: Preservative. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Potassium Monofluorophosphate,Not Rated,"Functions: Antiplaque, Oral Care. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Potassium Myristoyl Glutamate,Not Rated,"Functions: Cleansing, Hair Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Potassium Myristoyl Hydrolyzed Collagen,Not Rated,"Functions: Hair Conditioning, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Potassium Myristyl Aspartate,Not Rated,Functions: Cleansing Agent. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Potassium Naphthyl Methylhydroxydioxobenzothiazinolate Methanone,Not Rated,Functions: Skin Protecting. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Potassium Nicotinoyl Alanyl Glutamine,Not Rated,"Functions: Antioxidant, Humectant. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Potassium Nitrate,Not Rated,"Functions: Oral Care, Soothing. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Potassium Octatrienoate,Not Rated,Functions: Antioxidant. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Potassium Octoxynol-12 Phosphate,Not Rated,"Functions: Cleansing Agent, Emulsifier. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Potassium Oleate,Not Rated,"Functions: Cleansing Agent, Emulsifier. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Potassium Oleoyl Hydrolyzed Collagen,Not Rated,"Functions: Hair Conditioning, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Potassium Olivate,Not Rated,"Functions: Cleansing Agent, Emulsifier. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Potassium Olivate/Sunflowerseedate,Not Rated,"Functions: Cleansing Agent, Emulsifier. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Potassium Olivoyl/Lauroyl Wheat Amino Acids,Not Rated,Functions: Cleansing Agent. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Potassium Olivoyl Hydrolyzed Oat Protein,Not Rated,"Functions: Hair Conditioning, Skin Conditioning, Cleansing Agent. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Potassium Olivoyl Hydrolyzed Wheat Protein,Not Rated,"Functions: Cleansing, Hair Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Potassium Olivoyl Pca,Not Rated,"Functions: Cleansing, Humectant. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Potassium O-Phenylphenate,Not Rated,Functions: Antimicrobial. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Potassium Oxide,Not Rated,Functions: Buffering. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Potassium Oxidized Microcrystalline Cera,Not Rated,Functions: Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Potassium Oxidized Microcrystalline Wax,Not Rated,Functions: Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Potassium Palmate,Not Rated,Functions: Cleansing Agent. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Potassium Palmitate,Not Rated,"Functions: Cleansing Agent, Emulsifier. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Potassium Palmitoyl Ascorbyl Glucoside,Not Rated,"Functions: Fragrance, Humectant, Cleansing Agent, Emulsifier. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Potassium Palmitoyl Hydrolyzed Corn Protein,Not Rated,"Functions: Hair Conditioning, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Potassium Palmitoyl Hydrolyzed Oat Protein,Not Rated,"Functions: Hair Conditioning, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Potassium Palmitoyl Hydrolyzed Rice Protein,Not Rated,"Functions: Cleansing, Hair Conditioning, Light Stabilizer, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Potassium Palmitoyl Hydrolyzed Sweet Almond Protein,Not Rated,"Functions: Cleansing, Hair Conditioning, Light Stabilizer, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Potassium Palmitoyl Hydrolyzed Wheat Protein,Not Rated,"Functions: Cleansing, Hair Conditioning, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Potassium Palm Kernelate,Not Rated,"Functions: Cleansing, Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Potassium Paraben,Not Rated,Functions: Preservative. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Potassium Peanutate,Not Rated,"Functions: Cleansing, Emulsifier. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Potassium PEG-50 Hydrogenated Castor Oil Succinate,Not Rated,"Functions: Cleansing Agent, Emulsifier. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Potassium Phenoxide,Not Rated,Functions: Antimicrobial. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Potassium Phenylbenzimidazole Sulfonate,Not Rated,"Functions: UV Absorber, UV Filter. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Potassium Polyacrylate,Not Rated,Functions: Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Potassium Polyphosphate,Not Rated,Functions: Chelating. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Potassium Propionate,Not Rated,Functions: Preservative. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Potassium Propylparaben,Not Rated,Functions: Preservative. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Potassium Rapeseedate,Not Rated,"Functions: Cleansing, Emulsifier, Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Potassium Ricinoleate,Not Rated,"Functions: Cleansing Agent, Emulsifier. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Potassium Safflowerate,Not Rated,Functions: Cleansing Agent. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Potassium Salicylate,Not Rated,"Functions: Antimicrobial, Preservative. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Potassium Shea Butterate,Not Rated,Functions: Cleansing Agent. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Potassium Silicate,Not Rated,Functions: Anticorrosive. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Potassium Sodium Tartrate,Not Rated,Functions: Buffering. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Potassium Soyate,Not Rated,"Functions: Cleansing, Emulsifier, Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Potassium Stearoyl Glutamate,Not Rated,"Functions: Hair Conditioning, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Potassium Stearoyl Hydrolyzed Collagen,Not Rated,"Functions: Hair Conditioning, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Potassium Stearoyl Hydrolyzed Rice Protein,Not Rated,"Functions: Antioxidant, Binding, Emulsion Stabilizer, Humectant, Emollient. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Potassium Sulfate,Not Rated,Functions: Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Potassium Sulfide,Not Rated,Functions: Depilatory. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Potassium Sulfite,Not Rated,"Functions: Antioxidant, Hair Waving or Straightening, Preservative, Reducing Agent. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Potassium Sulfopropylacrylate,Not Rated,Functions: Hair Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Potassium Sunflowerseedate,Not Rated,Functions: Cleansing Agent. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Potassium Tallate,Not Rated,Functions: Cleansing Agent. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Potassium Tallowate,Not Rated,"Functions: Cleansing Agent, Emulsifier. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Potassium Tartrate,Not Rated,Functions: Buffering. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Potassium Taurate,Not Rated,Functions: Cleansing Agent. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Potassium Taurine Laurate,Not Rated,Functions: Cleansing Agent. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Potassium Taurine Lauryl/Myristyl Aspartate,Not Rated,"Functions: Hair Conditioning, Cleansing Agent. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Potassium Taurine Lauryl Aspartate,Not Rated,"Functions: Hair Conditioning, Cleansing Agent. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Potassium Taurine Myristyl Aspartate,Not Rated,"Functions: Hair Conditioning, Cleansing Agent. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Potassium Tetrathionate,Not Rated,Functions: Reducing Agent. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Potassium Thioglycolate,Not Rated,"Functions: Depilatory, Hair Waving or Straightening. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Potassium Toluenesulfonate,Not Rated,"Functions: Cleansing Agent, Surfactant - Hydrotrope. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Potassium Trideceth-15 Carboxylate,Not Rated,Functions: Cleansing Agent. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Potassium Trideceth-19 Carboxylate,Not Rated,Functions: Cleansing Agent. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Potassium Trideceth-3 Carboxylate,Not Rated,Functions: Cleansing Agent. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Potassium Trideceth-4 Carboxylate,Not Rated,Functions: Cleansing Agent. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Potassium Trideceth-6 Phosphate,Not Rated,Functions: Cleansing Agent. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Potassium Trideceth-7 Carboxylate,Not Rated,Functions: Cleansing Agent. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Potassium Trideceth-7 Phosphate,Not Rated,Functions: Cleansing Agent. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Potassium Trisphosphonomethylamine Oxide,Not Rated,Functions: Chelating. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Potassium Troclosene,Not Rated,Functions: Antimicrobial. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Potassium Tsubakiate,Not Rated,"Functions: Cleansing, Emulsifier. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Potassium Tyrosyl Histidine Olivamide,Not Rated,"Functions: Antistatic, Skin Protecting. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Potassium Undecylenate,Not Rated,"Functions: Preservative, Cleansing Agent, Emulsifier. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Potassium Undecylenoyl Alginate,Not Rated,"Functions: Emulsion Stabilizer, Hair Conditioning, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Potassium Undecylenoyl Carrageenan,Not Rated,"Functions: Emulsion Stabilizer, Hair Conditioning, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Potassium Undecylenoyl Glutamate,Not Rated,Functions: Hair Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Potassium Undecylenoyl Hydrolyzed Collagen,Not Rated,"Functions: Hair Conditioning, Skin Conditioning, Cleansing Agent. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Potassium Undecylenoyl Hydrolyzed Corn Protein,Not Rated,"Functions: Emulsion Stabilizer, Hair Conditioning, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Potassium Undecylenoyl Hydrolyzed Rice Protein,Not Rated,"Functions: Hair Conditioning, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Potassium Undecylenoyl Hydrolyzed Soy Protein,Not Rated,"Functions: Emulsion Stabilizer, Hair Conditioning, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Potassium Undecylenoyl Hydrolyzed Wheat Protein,Not Rated,"Functions: Emulsion Stabilizer, Hair Conditioning, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Potassium Vanadyl Tungstate Antimonate,Not Rated,"Functions: Antimicrobial, Antioxidant, Chelating. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Potassium Xylenesulfonate,Not Rated,"Functions: Cleansing Agent, Surfactant - Hydrotrope. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Potato Sh-Oligopeptide-1,Not Rated,Functions: Skin Protecting. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Potato Sh-Oligopeptide-2,Not Rated,"Functions: Antioxidant, Hair Conditioning, Skin Protecting. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Potato Sh-Polypeptide-1,Not Rated,Functions: Skin Protecting. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Potato Sh-Polypeptide-11,Not Rated,Functions: Skin Protecting. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Potato Sh-Polypeptide-9,Not Rated,"Functions: Antioxidant, Hair Conditioning, Skin Protecting. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Potato Starch Dodecenylsuccinate,Not Rated,Functions: Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Potato Starch Modified,Not Rated,Functions: Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Potentilla Anemonifolia Extract,Not Rated,"Functions: Humectant, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Potentilla Anserina Extract,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Potentilla Chinensis Callus Culture Conditioned Media,Not Rated,"Functions: Antimicrobial, Antioxidant, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Potentilla Chinensis Callus Extract,Not Rated,"Functions: Antimicrobial, Antioxidant, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Potentilla Chinensis Extract,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Potentilla Chinensis Phytoplacenta Extract,Not Rated,"Functions: Antimicrobial, Antioxidant, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it."
Potentilla Fragarioides Extract,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
Potentilla Fulgens Extract,Not Rated,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.
